"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01222-0","A tunable monolithic SQUID in twisted bilayer graphene","","","2025/08/25"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01222-0","A tunable monolithic SQUID in twisted bilayer graphene","","","2025/08/25"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01222-0","A tunable monolithic SQUID in twisted bilayer graphene","","","2025/08/25"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01248-4","Quantum Hall phase in graphene engineered by interfacial charge coupling","","","2023/09/01"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-022-01248-4","Quantum Hall phase in graphene engineered by interfacial charge coupling","","","2023/09/01"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01248-4","Quantum Hall phase in graphene engineered by interfacial charge coupling","","","2023/09/01"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01226-w","Potential use of engineered nanoparticles in ocean fertilization for large-scale atmospheric carbon dioxide removal","","","2023/10/19"
"4 金属・合金・ナノ粒子・触媒材料","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-022-01226-w","Potential use of engineered nanoparticles in ocean fertilization for large-scale atmospheric carbon dioxide removal","","","2023/10/19"
"6 シミュレーション・理論・データ駆動型手法","15 多機能・複合・システム・統合評価","https://doi.org/10.1038/s41565-022-01226-w","Potential use of engineered nanoparticles in ocean fertilization for large-scale atmospheric carbon dioxide removal","","","2023/10/19"
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01124-1","Giant magnetochiral anisotropy from quantum-confined surface states of topological insulator nanowires","","","2021/01/02"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01124-1","Giant magnetochiral anisotropy from quantum-confined surface states of topological insulator nanowires","","","2021/01/02"
"10 マルチモーダル・複合的解析・統合手法","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-022-01124-1","Giant magnetochiral anisotropy from quantum-confined surface states of topological insulator nanowires","","","2021/01/02"
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-022-01178-1","Engineering nanoscale hypersonic phonon transport","","","2020/01/06"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01178-1","Engineering nanoscale hypersonic phonon transport","","","2020/01/06"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-022-01178-1","Engineering nanoscale hypersonic phonon transport","","","2020/01/06"
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01237-7","Relation between interfacial shear and friction force in 2D materials","","","2025/08/24"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01237-7","Relation between interfacial shear and friction force in 2D materials","","","2025/08/24"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-022-01237-7","Relation between interfacial shear and friction force in 2D materials","","","2025/08/24"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01217-x","Chirality-dependent unidirectional routing of WS2 valley photons in a nanocircuit","","","2025/05/23"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-022-01217-x","Chirality-dependent unidirectional routing of WS2 valley photons in a nanocircuit","","","2025/05/23"
"5 電気・電子・磁気・光学的測定","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-022-01217-x","Chirality-dependent unidirectional routing of WS2 valley photons in a nanocircuit","","","2025/05/23"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01183-4","Quenching the bandgap of two-dimensional semiconductors with a perpendicular electric field","","","2020/11/05"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01183-4","Quenching the bandgap of two-dimensional semiconductors with a perpendicular electric field","","","2020/11/05"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-022-01183-4","Quenching the bandgap of two-dimensional semiconductors with a perpendicular electric field","","","2020/11/05"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-022-01209-x","A reverse-selective ion exchange membrane for the selective transport of phosphates via an outer-sphere complexation–diffusion pathway","","","2022/09/30"
"14 その他（複合材料・特殊構造体等）","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-022-01209-x","A reverse-selective ion exchange membrane for the selective transport of phosphates via an outer-sphere complexation–diffusion pathway","","","2022/09/30"
"9 化学反応・触媒・電気化学的評価","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-022-01209-x","A reverse-selective ion exchange membrane for the selective transport of phosphates via an outer-sphere complexation–diffusion pathway","","","2022/09/30"
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01249-3","Selective targeting of visceral adiposity by polycation nanomedicine","","","2021/08/27"
"5 ポリマー・高分子・有機材料・有機半導体","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01249-3","Selective targeting of visceral adiposity by polycation nanomedicine","","","2021/08/27"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01249-3","Selective targeting of visceral adiposity by polycation nanomedicine","","","2021/08/27"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-022-01080-w","Chemical-to-mechanical molecular computation using DNA-based motors with onboard logic","","","2022/01/08"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-022-01080-w","Chemical-to-mechanical molecular computation using DNA-based motors with onboard logic","","","2022/01/08"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01080-w","Chemical-to-mechanical molecular computation using DNA-based motors with onboard logic","","","2022/01/08"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01260-8","Graphene oxide elicits microbiome-dependent type 2 immune responses via the aryl hydrocarbon receptor","","","2023/03/28"
"1 二次元材料・層状材料・グラフェン・TMDs関連","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01260-8","Graphene oxide elicits microbiome-dependent type 2 immune responses via the aryl hydrocarbon receptor","","","2023/03/28"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01260-8","Graphene oxide elicits microbiome-dependent type 2 immune responses via the aryl hydrocarbon receptor","","","2023/03/28"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01253-7","Bidirectional phonon emission in two-dimensional heterostructures triggered by ultrafast charge transfer","","","2023/03/09"
